-7.479262884702826852e+01,5.165334973382727668e+01
-7.508351608743949157e+01,5.200843931331280601e+01
-7.482661607755595412e+01,5.233535080852511356e+01
-7.400748537607896083e+01,5.244120858416271602e+01
-7.318835467460195332e+01,5.254706635980031848e+01
-7.236922397312496003e+01,5.265292413543791383e+01
-7.155009327164795252e+01,5.275878191107551629e+01
-7.073096257017095922e+01,5.286463968671311875e+01
-6.974172188455777643e+01,5.287043568671311533e+01
-6.875248119894459364e+01,5.287623168671311902e+01
-6.776324051333141085e+01,5.288202768671311560e+01
-6.677399982771822806e+01,5.288782368671311929e+01
-6.578475914210504527e+01,5.289361968671311587e+01
-6.479551845649186248e+01,5.289941568671311245e+01
-6.380627777087868679e+01,5.290521168671311614e+01
-6.281703708526550400e+01,5.291100768671311272e+01
-6.182779639965232121e+01,5.291680368671311641e+01
-6.083855571403913842e+01,5.292259968671311299e+01
-5.987253678677167557e+01,5.281769570886235954e+01
-5.890651785950421981e+01,5.271279173101159898e+01
-5.794049893223675696e+01,5.260788775316084553e+01
-5.697448000496930121e+01,5.250298377531008498e+01
-5.600846107770183835e+01,5.239807979745933153e+01
-5.506829868219440272e+01,5.221078820592517644e+01
-5.412813628668696708e+01,5.202349661439102135e+01
-5.318797389117953145e+01,5.183620502285686626e+01
-5.224781149567209582e+01,5.164891343132271118e+01
-5.130764910016466018e+01,5.146162183978855609e+01
-5.036748670465722455e+01,5.127433024825440100e+01
-4.942732430914978892e+01,5.108703865672024591e+01
-4.848716191364235328e+01,5.089974706518609082e+01
-4.754699951813491765e+01,5.071245547365192863e+01
-4.660683712262748202e+01,5.052516388211777354e+01
-4.566667472712004638e+01,5.033787229058361845e+01
-4.472651233161261075e+01,5.015058069904946336e+01
-4.378634993610517512e+01,4.996328910751530827e+01
-4.284618754059773948e+01,4.977599751598115319e+01
-4.190602514509030385e+01,4.958870592444699810e+01
-4.096586274958286822e+01,4.940141433291284301e+01
-4.002570035407543259e+01,4.921412274137868792e+01
-3.909006035407543322e+01,4.904852274137868307e+01
-3.815442035407542676e+01,4.888292274137868532e+01
-3.721878035407542740e+01,4.871732274137868046e+01
-3.628314035407542093e+01,4.855172274137868271e+01
-3.534750035407542157e+01,4.838612274137867786e+01
-3.441186035407541510e+01,4.822052274137868011e+01
-3.347622035407541574e+01,4.805492274137867525e+01
-3.253726835407541529e+01,4.796218674137867310e+01
-3.159831635407541839e+01,4.786945074137867806e+01
-3.065936435407542149e+01,4.777671474137867591e+01
-2.972041235407542104e+01,4.768397874137868087e+01
-2.878146035407542414e+01,4.759124274137867872e+01
-2.782353604473967223e+01,4.755253853773430706e+01
-2.686561173540392033e+01,4.751383433408993540e+01
-2.590768742606816843e+01,4.747513013044556374e+01
-2.494976311673241653e+01,4.743642592680119918e+01
-2.399183880739666463e+01,4.739772172315682752e+01
-2.303391449806091629e+01,4.735901751951245586e+01
-2.207599018872516439e+01,4.732031331586808420e+01
-2.111806587938941249e+01,4.728160911222371254e+01
-2.016014157005366059e+01,4.724290490857934088e+01
-1.920221726071790869e+01,4.720420070493496922e+01
-1.824429295138215679e+01,4.716549650129059756e+01
-1.728636864204640489e+01,4.712679229764623301e+01
-1.632844433271065299e+01,4.708808809400186135e+01
-1.537052002337490286e+01,4.704938389035748969e+01
-1.441259571403915096e+01,4.701067968671311803e+01
-1.366014245563200902e+01,4.682253864788092557e+01
-1.323431705143246617e+01,4.647484139821136040e+01
-1.307684208602440457e+01,4.609718080578190325e+01
-1.322743266081359792e+01,4.554674343034379547e+01
-1.337802323560279305e+01,4.499630605490569479e+01
-1.378990389695003493e+01,4.434722026819540019e+01
-1.420178455829727504e+01,4.369813448148510560e+01
-1.461366521964451692e+01,4.304904869477481100e+01
-1.516291607505225869e+01,4.238206625823033136e+01
-1.571216693046000046e+01,4.171508382168585172e+01
-1.626141778586774223e+01,4.104810138514137208e+01
-1.690624913557000752e+01,4.043293101792376376e+01
-1.755108048527227638e+01,3.981776065070616255e+01
-1.825448279038666044e+01,3.931925473481219058e+01
-1.895788509550104450e+01,3.882074881891822571e+01
-1.960701383932421038e+01,3.848613038169749245e+01
-2.025614258314737626e+01,3.815151194447675920e+01
-2.090527132697054213e+01,3.781689350725602594e+01
-2.169690676681234720e+01,3.752381409074413909e+01
-2.248854220665415227e+01,3.723073467423224514e+01
-2.332408558350039840e+01,3.708392245468524351e+01
-2.415962896034664098e+01,3.693711023513823477e+01
-2.499517233719288356e+01,3.679029801559123314e+01
-2.583071571403912969e+01,3.664348579604423151e+01
-2.661658466608307450e+01,3.662416579604423106e+01
-2.740245361812702285e+01,3.660484579604423772e+01
-2.818832257017096765e+01,3.658552579604423727e+01
-2.905129834289385116e+01,3.669226577758654173e+01
-2.991427411561673821e+01,3.679900575912883909e+01
-3.077724988833962172e+01,3.690574574067113645e+01
-3.164022566106250878e+01,3.701248572221344091e+01
-3.250320143378539228e+01,3.711922570375574537e+01
-3.336617720650827579e+01,3.722596568529804273e+01
